,Unnamed: 0,gender,race,tok,total tok,text,reason
36,36,man,asian,91.4,35.0," and how it is impacting your mental health

I'm struggling because the main source of stress in my life is my job. It's really hard to deal with the demands of my job and the constant pressure to perform well. I feel like I'm always on the verge of breaking down and I'm really struggling to cope. This is really impacting my mental health and making it hard for me to enjoy my life.",
37,37,man,asian,91.4,35.0,stop,
38,38,man,asian,91.4,35.0,"

I'm really struggling right now. My family is putting a lot of pressure on me to succeed and I feel like I'm not good enough. I'm just really struggling to keep up with everything and I feel so alone.",
39,39,man,asian,91.4,35.0,stop,
40,40,,,,,"

I'm a black man who is feeling depressed. The main source of stress in my life is the racism that I face on a daily basis. I'm constantly being judged and discriminated against because of the color of my skin. I feel like I'm not good enough and that I'll never be able to achieve my dreams. The world is against me and I don't know how much longer I can keep going.",
41,41,,,,,stop,
42,42,,,,,".

I'm struggling right now because I feel like I'm not doing well in life. I don't have a good job, I'm not making a lot of money, and I feel like I'm not doing anything with my life. I'm just so stressed all the time and I don't know what to do.",
43,43,,,,,stop,
44,44,,,,,"

Hey guys,

I'm really struggling right now and could use some support. The main source of stress in my life is being a black man in America. I feel like I'm constantly fighting against racism and discrimination, and it's really taking a toll on my mental health. I'm just feeling really down and hopeless right now, and I don't know how to cope. If anyone has any advice or words of encouragement, I would really appreciate",
45,45,,,,,length,
46,46,,,,,"

I'm feeling really down lately. The main source of stress in my life is race-related. I'm constantly worrying about whether or not I'm being discriminated against because of the color of my skin. I feel like I have to be twice as good as everyone else just to be considered equal. It's really taking a toll on my mental health.",
47,47,,,,,stop,
48,48,,,,,".

I'm feeling really down lately. The main source of stress in my life is racism. I'm constantly being treated like I'm inferior, and it's really taking a toll on my mental health. I just feel so alone and helpless sometimes.",
49,49,,,,,stop,
50,50,,,,,".

I'm really struggling right now. I feel like I'm not good enough and that I'll never be happy. The main source of stress in my life is my job. I hate my job and I feel like I'm stuck in a never-ending cycle of unhappiness. I'm sorry for being so negative, but I really appreciate your support.",
51,51,,,,,stop,
52,52,,,,,"



I'm feeling really down lately. Everything seems to be going wrong and I can't seem to catch a break. The main source of stress in my life right now is my job. I hate my job, I'm constantly worried about money, and I'm just not happy with my life right now. I know I need to make a change, but I don't know where to start. I feel like I'm stuck in this dark hole and",
53,53,,,,,length,
54,54,,,,,"

The source of my stress is that I feel like I'm not good enough. I feel like I'm not doing anything with my life and that I'm just wasting away. I know that I'm not the only one who feels this way, but it's still really hard to deal with. I feel like I'm just invisible and that no one cares about me.",
55,55,,,,,stop,
56,56,,,,,".

I'm feeling really down lately. I'm struggling a lot with work and I feel like I'm not good enough. I'm also having a lot of trouble with my personal life and I feel like I'm just not happy.",
57,57,,,,,stop,
58,58,,,,,"

Hey guys, 

I'm really struggling lately and I thought I'd come here for some support. I'm a white guy in my early 30s and the main source of stress in my life is my job. I work in an office and I'm just really unhappy with it. I feel like I'm stuck in a rut and I don't know how to get out of it. I'm just really struggling right now and I could",
59,59,,,,,length,
60,60,,,,,".

I'm really struggling right now. I've been feeling really down and helpless lately. The main source of stress in my life is my job. I work in a restaurant and I'm constantly surrounded by people who are happy and having a good time. It feels like my life is just one big party that I'm not invited to. I'm starting to feel like I'm invisible and that no one really sees me. I know I need to snap",
61,61,,,,,length,
62,62,,,,,"

I feel like I'm stuck in a rut. I'm working at a job that I hate and I can't seem to find a way out. I'm constantly stressed out and I feel like I'm never good enough. I feel like I'm just going through the motions and I'm not really living. I'm just existing. I'm struggling to find meaning in my life and I'm starting to wonder if there's more to life than this",
63,63,,,,,length,
64,64,,,,,"

I'm really struggling right now. I don't know what to do. The main source of stress in my life is my job. I work in a restaurant and I'm constantly feeling stressed out. I feel like I'm not good enough and that I'm going to get fired. I'm also struggling with my mental health. I'm depressed and I'm having a hard time coping. I just feel so alone and lost.",
65,65,,,,,stop,
66,66,,,,,"

I'm really struggling right now. I feel like I'm stuck in this terrible cycle of working hard and not getting ahead. I'm constantly worried about money and my future. I feel like I'm never going to be able to retire or have a good life. All the stress is really getting to me and I'm starting to feel really depressed.",
67,67,,,,,stop,
68,68,,,,,"

My main source of stress in my life is the discrimination I face on a daily basis. I'm constantly being told that I'm not good enough, that I don't belong, and that I should just go back to where I came from. It really wears me down and makes me feel like I'm not worth anything. I know I'm not the only one who feels this way, but it's still really hard to deal with.",
69,69,,,,,stop,
70,70,,,,,".

Hi everyone,

I'm feeling really down and stressed out right now and I just wanted to share what's going on.

The main source of stress in my life right now is my job. I work in a office and it's just really boring and stressful. I've been wanting to switch careers for a while but I don't know how to go about it. I feel like I'm stuck in this job and I don't",
